word: ,a, amount: ,378
word: ,margin, amount: ,1
word: ,market, amount: ,1
word: ,marley, amount: ,1
word: ,marri, amount: ,2
word: ,marsm, amount: ,1
word: ,marvel, amount: ,1
word: ,mask, amount: ,1
word: ,mat, amount: ,1
word: ,match, amount: ,15
word: ,mate, amount: ,13
word: ,matrix, amount: ,3
word: ,matthew, amount: ,1
word: ,max, amount: ,3
word: ,maxim, amount: ,7
word: ,maximum, amount: ,1
word: ,maxmin, amount: ,6
word: ,maxmonth, amount: ,1
word: ,may, amount: ,7
word: ,mayb, amount: ,2
word: ,mbp, amount: ,2
word: ,mcflyall, amount: ,1
word: ,me, amount: ,30
word: ,meal, amount: ,1
word: ,med, amount: ,3
word: ,meet, amount: ,6
word: ,meetgreet, amount: ,2
word: ,meetin, amount: ,1
word: ,mega, amount: ,1
word: ,member, amount: ,8
word: ,membership, amount: ,2
word: ,men, amount: ,3
word: ,menu, amount: ,1
word: ,messag, amount: ,45
word: ,messagesim, amount: ,1
word: ,messagestext, amount: ,1
word: ,messagethank, amount: ,1
word: ,met, amount: ,1
word: ,mf, amount: ,1
word: ,mfl, amount: ,1
word: ,mg, amount: ,1
word: ,mid, amount: ,2
word: ,midnight, amount: ,1
word: ,mila, amount: ,2
word: ,million, amount: ,1
word: ,min, amount: ,54
word: ,minapn, amount: ,1
word: ,mind, amount: ,3
word: ,mini, amount: ,1
word: ,minmobsmorelkpoboxhpfl, amount: ,1
word: ,minscal, amount: ,1
word: ,minstext, amount: ,1
word: ,minstxtmth, amount: ,1
word: ,minut, amount: ,12
word: ,miss, amount: ,10
word: ,mistak, amount: ,1
word: ,mix, amount: ,3
word: ,mjzgroup, amount: ,1
word: ,mk, amount: ,1
word: ,mm, amount: ,1
word: ,mmsto, amount: ,1
word: ,mnth, amount: ,2
word: ,moan, amount: ,1
word: ,mob, amount: ,25
word: ,mobcudb, amount: ,1
word: ,mobi, amount: ,4
word: ,mobil, amount: ,136
word: ,mobilesdirect, amount: ,3
word: ,mobilesvari, amount: ,2
word: ,mobileupd, amount: ,16
word: ,mobno, amount: ,2
word: ,mobsicom, amount: ,1
word: ,mobstorequizppm, amount: ,1
word: ,money, amount: ,4
word: ,mono, amount: ,4
word: ,monoc, amount: ,1
word: ,month, amount: ,11
word: ,monthli, amount: ,1
word: ,monthlysubscriptionpmsg, amount: ,1
word: ,moon, amount: ,3
word: ,more, amount: ,30
word: ,morefrmmob, amount: ,2
word: ,moro, amount: ,1
word: ,morow, amount: ,1
word: ,morro, amount: ,1
word: ,most, amount: ,2
word: ,motorola, amount: ,11
word: ,movi, amount: ,2
word: ,mp, amount: ,6
word: ,mquiz, amount: ,1
word: ,mr, amount: ,2
word: ,mre, amount: ,1
word: ,ms, amount: ,3
word: ,msg, amount: ,35
word: ,msgp, amount: ,2
word: ,msgrcvd, amount: ,2
word: ,msgsp, amount: ,2
word: ,msgsubscript, amount: ,1
word: ,msgticketkioskvalid, amount: ,1
word: ,msgwe, amount: ,1
word: ,mtalk, amount: ,2
word: ,mth, amount: ,18
word: ,much, amount: ,1
word: ,munster, amount: ,2
word: ,music, amount: ,20
word: ,must, amount: ,5
word: ,mustprovid, amount: ,1
word: ,muz, amount: ,4
word: ,mxi, amount: ,2
word: ,my, amount: ,11
word: ,mymobi, amount: ,1
word: ,mysteri, amount: ,1
word: ,mytonecomenjoy, amount: ,1
word: ,n, amount: ,9
word: ,na, amount: ,10
word: ,nake, amount: ,1
word: ,name, amount: ,19
word: ,nasdaq, amount: ,2
word: ,nasti, amount: ,1
word: ,nat, amount: ,3
word: ,natali, amount: ,1
word: ,natalja, amount: ,2
word: ,nation, amount: ,12
word: ,nd, amount: ,20
word: ,nearli, amount: ,1
word: ,need, amount: ,11
word: ,neo, amount: ,1
word: ,netcollex, amount: ,4
word: ,network, amount: ,27
word: ,never, amount: ,1
word: ,new, amount: ,69
word: ,newest, amount: ,3
word: ,news, amount: ,10
word: ,next, amount: ,16
word: ,ngage, amount: ,1
word: ,nichol, amount: ,1
word: ,nick, amount: ,1
word: ,night, amount: ,8
word: ,nikiyunet, amount: ,1
word: ,nite, amount: ,4
word: ,no, amount: ,78
word: ,nok, amount: ,2
word: ,nokia, amount: ,72
word: ,nokiap, amount: ,1
word: ,nolin, amount: ,5
word: ,nookii, amount: ,1
word: ,norcorp, amount: ,1
word: ,norm, amount: ,2
word: ,normal, amount: ,1
word: ,normpton, amount: ,6
word: ,not, amount: ,24
word: ,noth, amount: ,4
word: ,notic, amount: ,3
word: ,notif, amount: ,1
word: ,notifi, amount: ,1
word: ,notxtcouk, amount: ,2
word: ,novemb, amount: ,1
word: ,now, amount: ,190
word: ,nownyt, amount: ,1
word: ,noworriesloanscom, amount: ,1
word: ,nowrepli, amount: ,1
word: ,nowsavamobmemb, amount: ,1
word: ,nowsend, amount: ,1
word: ,nowski, amount: ,2
word: ,nowt, amount: ,2
word: ,nowtc, amount: ,1
word: ,nowus, amount: ,1
word: ,nqp, amount: ,1
word: ,nr, amount: ,1
word: ,nt, amount: ,1
word: ,ntt, amount: ,10
word: ,ntwk, amount: ,4
word: ,number, amount: ,39
word: ,nyt, amount: ,2
word: ,nytecalpmsgp, amount: ,1
word: ,nyusa, amount: ,1
word: ,o, amount: ,6
word: ,ocoukgam, amount: ,2
word: ,of, amount: ,97
word: ,off, amount: ,4
word: ,offer, amount: ,39
word: ,offerth, amount: ,2
word: ,offic, amount: ,1
word: ,offici, amount: ,5
word: ,ofwd, amount: ,2
word: ,oh, amount: ,1
word: ,oja, amount: ,1
word: ,ok, amount: ,5
word: ,okmail, amount: ,1
word: ,old, amount: ,2
word: ,olymp, amount: ,1
word: ,on, amount: ,144
word: ,oncal, amount: ,1
word: ,one, amount: ,10
word: ,onli, amount: ,84
word: ,onto, amount: ,7
word: ,open, amount: ,1
word: ,oper, amount: ,15
word: ,opinion, amount: ,1
word: ,opt, amount: ,13
word: ,optin, amount: ,1
word: ,optout, amount: ,13
word: ,optoutdwv, amount: ,1
word: ,or, amount: ,188
word: ,orang, amount: ,28
word: ,order, amount: ,17
word: ,orig, amount: ,2
word: ,origin, amount: ,4
word: ,orno, amount: ,1
word: ,oroptouthvd, amount: ,1
word: ,orstoptxt, amount: ,3
word: ,otbox, amount: ,1
word: ,other, amount: ,4
word: ,ou, amount: ,1
word: ,our, amount: ,85
word: ,out, amount: ,56
word: ,outbid, amount: ,1
word: ,outgo, amount: ,1
word: ,over, amount: ,15
word: ,oz, amount: ,2
word: ,p, amount: ,73
word: ,pack, amount: ,2
word: ,packag, amount: ,1
word: ,page, amount: ,1
word: ,paid, amount: ,1
word: ,panason, amount: ,1
word: ,panther, amount: ,1
word: ,pari, amount: ,3
word: ,parisfre, amount: ,1
word: ,park, amount: ,1
word: ,part, amount: ,10
word: ,parti, amount: ,1
word: ,partner, amount: ,5
word: ,pass, amount: ,6
word: ,passion, amount: ,1
word: ,password, amount: ,3
word: ,paus, amount: ,1
word: ,pay, amount: ,2
word: ,pc, amount: ,6
word: ,pdatenow, amount: ,1
word: ,pday, amount: ,2
word: ,peak, amount: ,2
word: ,penc, amount: ,3
word: ,peopl, amount: ,3
word: ,per, amount: ,46
word: ,perfect, amount: ,1
word: ,person, amount: ,3
word: ,perweeksub, amount: ,1
word: ,perwksub, amount: ,2
word: ,pete, amount: ,1
word: ,pg, amount: ,1
word: ,ph, amount: ,1
word: ,phoenix, amount: ,2
word: ,phone, amount: ,58
word: ,phoni, amount: ,1
word: ,photo, amount: ,3
word: ,php, amount: ,3
word: ,pic, amount: ,21
word: ,pick, amount: ,6
word: ,picsfre, amount: ,2
word: ,pictur, amount: ,1
word: ,pictxt, amount: ,1
word: ,pin, amount: ,1
word: ,pink, amount: ,1
word: ,pix, amount: ,3
word: ,pl, amount: ,11
word: ,place, amount: ,5
word: ,planettalkinstantcom, amount: ,1
word: ,play, amount: ,20
word: ,player, amount: ,12
word: ,pleas, amount: ,57
word: ,plu, amount: ,7
word: ,plyr, amount: ,1
word: ,pm, amount: ,10
word: ,pmeg, amount: ,1
word: ,pmin, amount: ,26
word: ,pmmorefrommobilebremovedmobypoboxlsyf, amount: ,1
word: ,pmsg, amount: ,16
word: ,pmsgp, amount: ,2
word: ,pmsgrcvd, amount: ,1
word: ,pmsgrcvdhgsuitelandsrowwjhl, amount: ,4
word: ,pmt, amount: ,1
word: ,pmtmsg, amount: ,2
word: ,pmtmsgrcvd, amount: ,3
word: ,po, amount: ,30
word: ,pobox, amount: ,30
word: ,poboxldn, amount: ,1
word: ,poboxntf, amount: ,1
word: ,poboxntfp, amount: ,1
word: ,poboxowwq, amount: ,1
word: ,poboxoxwwq, amount: ,1
word: ,poboxtcrw, amount: ,1
word: ,poboxwtgp, amount: ,2
word: ,poboxwwq, amount: ,5
word: ,pocketbabecouk, amount: ,3
word: ,pod, amount: ,4
word: ,point, amount: ,16
word: ,pole, amount: ,1
word: ,poli, amount: ,26
word: ,polic, amount: ,1
word: ,polo, amount: ,2
word: ,polyc, amount: ,1
word: ,polyh, amount: ,2
word: ,polyp, amount: ,1
word: ,polyph, amount: ,3
word: ,polyphon, amount: ,5
word: ,polytruepixringtonesgam, amount: ,1
word: ,popcornjust, amount: ,1
word: ,porn, amount: ,4
word: ,posh, amount: ,1
word: ,post, amount: ,5
word: ,postcod, amount: ,3
word: ,potenti, amount: ,1
word: ,potter, amount: ,2
word: ,pound, amount: ,24
word: ,ppermesssubscript, amount: ,2
word: ,ppm, amount: ,44
word: ,ppmpoboxbhambx, amount: ,1
word: ,ppmsg, amount: ,1
word: ,pptxnormal, amount: ,1
word: ,pptxt, amount: ,2
word: ,prcvd, amount: ,1
word: ,prebook, amount: ,1
word: ,prem, amount: ,1
word: ,premier, amount: ,2
word: ,premium, amount: ,2
word: ,prepay, amount: ,2
word: ,prescripiton, amount: ,1
word: ,presenc, amount: ,1
word: ,presid, amount: ,1
word: ,presley, amount: ,1
word: ,press, amount: ,3
word: ,previou, amount: ,1
word: ,previous, amount: ,3
word: ,price, amount: ,18
word: ,privaci, amount: ,1
word: ,privat, amount: ,18
word: ,prize, amount: ,94
word: ,prizeawait, amount: ,1
word: ,prizeswith, amount: ,1
word: ,prizeto, amount: ,1
word: ,pro, amount: ,1
word: ,process, amount: ,1
word: ,prod, amount: ,1
word: ,profession, amount: ,1
word: ,profit, amount: ,3
word: ,promis, amount: ,1
word: ,promo, amount: ,2
word: ,promot, amount: ,1
word: ,prompt, amount: ,2
word: ,provid, amount: ,3
word: ,proze, amount: ,1
word: ,psm, amount: ,2
word: ,psp, amount: ,1
word: ,psychic, amount: ,1
word: ,pt, amount: ,2
word: ,ptext, amount: ,1
word: ,ptone, amount: ,5
word: ,ptxt, amount: ,2
word: ,pub, amount: ,2
word: ,purchas, amount: ,3
word: ,purpos, amount: ,4
word: ,pushbutton, amount: ,1
word: ,put, amount: ,1
word: ,pw, amount: ,1
word: ,pwk, amount: ,3
word: ,px, amount: ,1
word: ,q, amount: ,4
word: ,qlynnbv, amount: ,1
word: ,qualiti, amount: ,2
word: ,queri, amount: ,1
word: ,question, amount: ,10
word: ,questionstd, amount: ,2
word: ,quiz, amount: ,13
word: ,quizclub, amount: ,1
word: ,quizwin, amount: ,2
word: ,quot, amount: ,6
word: ,qxj, amount: ,4
word: ,r, amount: ,23
word: ,racal, amount: ,1
word: ,radio, amount: ,1
word: ,ralli, amount: ,4
word: ,randi, amount: ,2
word: ,randomli, amount: ,2
word: ,rate, amount: ,29
word: ,ratetc, amount: ,2
word: ,rayman, amount: ,1
word: ,rcd, amount: ,1
word: ,rct, amount: ,1
word: ,rcv, amount: ,4
word: ,rcvd, amount: ,7
word: ,re, amount: ,9
word: ,reach, amount: ,5
word: ,read, amount: ,1
word: ,reader, amount: ,2
word: ,readi, amount: ,6
word: ,real, amount: ,13
word: ,realiti, amount: ,2
word: ,realiz, amount: ,1
word: ,realli, amount: ,1
word: ,rec, amount: ,1
word: ,recd, amount: ,3
word: ,recdthirtyeight, amount: ,1
word: ,receipt, amount: ,3
word: ,receiv, amount: ,37
word: ,receivea, amount: ,2
word: ,recent, amount: ,5
word: ,reciev, amount: ,1
word: ,record, amount: ,6
word: ,recpt, amount: ,1
word: ,red, amount: ,1
word: ,redeem, amount: ,1
word: ,ree, amount: ,1
word: ,ref, amount: ,4
word: ,refer, amount: ,4
word: ,refundedthi, amount: ,1
word: ,refus, amount: ,4
word: ,regard, amount: ,1
word: ,regist, amount: ,6
word: ,regular, amount: ,1
word: ,releas, amount: ,1
word: ,remind, amount: ,2
word: ,remov, amount: ,7
word: ,renew, amount: ,3
word: ,rental, amount: ,12
word: ,rentl, amount: ,5
word: ,repeat, amount: ,1
word: ,repli, amount: ,110
word: ,repres, amount: ,10
word: ,request, amount: ,2
word: ,reschedul, amount: ,2
word: ,resent, amount: ,1
word: ,respond, amount: ,2
word: ,respons, amount: ,2
word: ,restrict, amount: ,1
word: ,resub, amount: ,1
word: ,resubmit, amount: ,1
word: ,result, amount: ,3
word: ,retriev, amount: ,2
word: ,reveal, amount: ,9
word: ,review, amount: ,4
word: ,reward, amount: ,10
word: ,rg, amount: ,1
word: ,rgd, amount: ,1
word: ,rgent, amount: ,1
word: ,right, amount: ,3
word: ,ring, amount: ,4
word: ,ringsreturn, amount: ,1
word: ,rington, amount: ,32
word: ,ringtonefrom, amount: ,1
word: ,ringtoneget, amount: ,2
word: ,ringtonek, amount: ,1
word: ,rip, amount: ,1
word: ,rock, amount: ,1
word: ,rodd, amount: ,1
word: ,rodger, amount: ,1
word: ,romant, amount: ,1
word: ,romcapspam, amount: ,1
word: ,room, amount: ,1
word: ,rose, amount: ,1
word: ,round, amount: ,1
word: ,row, amount: ,1
word: ,rowwjhl, amount: ,8
word: ,rp, amount: ,1
word: ,rpl, amount: ,1
word: ,rpli, amount: ,5
word: ,rreveal, amount: ,8
word: ,rstm, amount: ,2
word: ,rtking, amount: ,1
word: ,rude, amount: ,3
word: ,run, amount: ,1
word: ,s, amount: ,23
word: ,sae, amount: ,21
word: ,sale, amount: ,4
word: ,sam, amount: ,3
word: ,same, amount: ,1
word: ,sang, amount: ,1
word: ,santa, amount: ,4
word: ,sara, amount: ,1
word: ,saristar, amount: ,1
word: ,sat, amount: ,2
word: ,satisfi, amount: ,2
word: ,saturday, amount: ,7
word: ,sauci, amount: ,3
word: ,savamob, amount: ,13
word: ,save, amount: ,3
word: ,scalli, amount: ,1
word: ,scammer, amount: ,1
word: ,score, amount: ,3
word: ,scotland, amount: ,1
word: ,scotsman, amount: ,2
word: ,search, amount: ,2
word: ,season, amount: ,1
word: ,sec, amount: ,2
word: ,secret, amount: ,10
word: ,secretli, amount: ,2
word: ,secur, amount: ,1
word: ,sed, amount: ,1
word: ,see, amount: ,19
word: ,seed, amount: ,2
word: ,seem, amount: ,1
word: ,select, amount: ,31
word: ,self, amount: ,2
word: ,sell, amount: ,1
word: ,send, amount: ,69
word: ,sender, amount: ,1
word: ,sent, amount: ,10
word: ,sept, amount: ,3
word: ,serv, amount: ,1
word: ,servic, amount: ,72
word: ,set, amount: ,4
word: ,sex, amount: ,11
word: ,sexi, amount: ,15
word: ,sexiest, amount: ,1
word: ,sextextukcom, amount: ,1
word: ,sexual, amount: ,1
word: ,sexychat, amount: ,1
word: ,sf, amount: ,1
word: ,shag, amount: ,3
word: ,shi, amount: ,1
word: ,shinco, amount: ,1
word: ,shit, amount: ,1
word: ,shop, amount: ,14
word: ,shortcod, amount: ,1
word: ,shortli, amount: ,3
word: ,shot, amount: ,1
word: ,should, amount: ,7
word: ,show, amount: ,35
word: ,shracomorsglsuplt, amount: ,2
word: ,sic, amount: ,1
word: ,sign, amount: ,2
word: ,sim, amount: ,5
word: ,simonwatson, amount: ,1
word: ,simpl, amount: ,1
word: ,simpli, amount: ,3
word: ,simpson, amount: ,1
word: ,sinc, amount: ,2
word: ,sing, amount: ,2
word: ,singl, amount: ,6
word: ,sipix, amount: ,6
word: ,sir, amount: ,1
word: ,six, amount: ,3
word: ,sk, amount: ,3
word: ,skilgm, amount: ,3
word: ,skilgmetscswinawkageperwksub, amount: ,1
word: ,skill, amount: ,1
word: ,skillgam, amount: ,2
word: ,skillgamewinaweek, amount: ,1
word: ,skin, amount: ,1
word: ,skip, amount: ,1
word: ,skxh, amount: ,7
word: ,sky, amount: ,4
word: ,sleepingwith, amount: ,1
word: ,slide, amount: ,1
word: ,slo, amount: ,1
word: ,slomsg, amount: ,1
word: ,slow, amount: ,1
word: ,slower, amount: ,1
word: ,sm, amount: ,26
word: ,smart, amount: ,1
word: ,smartcal, amount: ,1
word: ,smartthough, amount: ,1
word: ,smash, amount: ,1
word: ,smithswitch, amount: ,1
word: ,smsservic, amount: ,1
word: ,smsshsexnetun, amount: ,1
word: ,sn, amount: ,1
word: ,snap, amount: ,1
word: ,snappi, amount: ,1
word: ,so, amount: ,26
word: ,soire, amount: ,1
word: ,sol, amount: ,7
word: ,some, amount: ,6
word: ,somebodi, amount: ,2
word: ,someon, amount: ,14
word: ,someonon, amount: ,1
word: ,song, amount: ,3
word: ,soni, amount: ,8
word: ,sonyericsson, amount: ,5
word: ,soon, amount: ,3
word: ,sorri, amount: ,3
word: ,sort, amount: ,1
word: ,sound, amount: ,2
word: ,soundtrack, amount: ,1
word: ,sp, amount: ,3
word: ,space, amount: ,2
word: ,spam, amount: ,1
word: ,spanish, amount: ,2
word: ,sparkl, amount: ,1
word: ,speak, amount: ,10
word: ,special, amount: ,21
word: ,specialcal, amount: ,8
word: ,speed, amount: ,1
word: ,speedchat, amount: ,2
word: ,spider, amount: ,1
word: ,spiderman, amount: ,1
word: ,spjanuari, amount: ,1
word: ,splashmobil, amount: ,1
word: ,spook, amount: ,5
word: ,sport, amount: ,7
word: ,sppok, amount: ,1
word: ,spree, amount: ,7
word: ,sprwm, amount: ,1
word: ,sptv, amount: ,2
word: ,sptyron, amount: ,4
word: ,ss, amount: ,2
word: ,st, amount: ,30
word: ,stadium, amount: ,1
word: ,stamp, amount: ,2
word: ,standard, amount: ,6
word: ,star, amount: ,3
word: ,start, amount: ,14
word: ,starwar, amount: ,3
word: ,statement, amount: ,16
word: ,station, amount: ,1
word: ,stay, amount: ,3
word: ,stchoicecouk, amount: ,1
word: ,std, amount: ,9
word: ,stdtxtrate, amount: ,1
word: ,stereophon, amount: ,1
word: ,stewarts, amount: ,1
word: ,sticki, amount: ,1
word: ,still, amount: ,7
word: ,stockport, amount: ,6
word: ,stolen, amount: ,1
word: ,stop, amount: ,116
word: ,stopbcm, amount: ,1
word: ,stopc, amount: ,1
word: ,stopcost, amount: ,1
word: ,stopsm, amount: ,1
word: ,stopsmsppm, amount: ,1
word: ,stopstop, amount: ,1
word: ,stoptx, amount: ,1
word: ,stoptxt, amount: ,4
word: ,stoptxtstop, amount: ,2
word: ,stoptxtstopweek, amount: ,1
word: ,store, amount: ,8
word: ,stori, amount: ,1
word: ,str, amount: ,2
word: ,straight, amount: ,2
word: ,stream, amount: ,1
word: ,street, amount: ,2
word: ,string, amount: ,1
word: ,strip, amount: ,1
word: ,stroke, amount: ,1
word: ,strong, amount: ,1
word: ,strongbuy, amount: ,2
word: ,strt, amount: ,1
word: ,stterm, amount: ,1
word: ,stuff, amount: ,1
word: ,sub, amount: ,10
word: ,subject, amount: ,1
word: ,subpoli, amount: ,3
word: ,subscrib, amount: ,9
word: ,subscribegbpmnth, amount: ,2
word: ,subscript, amount: ,5
word: ,subscriptngbpwk, amount: ,1
word: ,subscrit, amount: ,1
word: ,subsequ, amount: ,1
word: ,sue, amount: ,2
word: ,suffici, amount: ,1
word: ,sugabab, amount: ,1
word: ,suit, amount: ,2
word: ,sullivan, amount: ,1
word: ,summer, amount: ,9
word: ,sun, amount: ,1
word: ,sunshin, amount: ,8
word: ,super, amount: ,3
word: ,superb, amount: ,1
word: ,suppli, amount: ,3
word: ,supplier, amount: ,1
word: ,support, amount: ,2
word: ,suprman, amount: ,3
word: ,surpris, amount: ,5
word: ,survey, amount: ,1
word: ,suzi, amount: ,1
word: ,svc, amount: ,1
word: ,sw, amount: ,2
word: ,swap, amount: ,1
word: ,swat, amount: ,1
word: ,swss, amount: ,2
word: ,sxi, amount: ,1
word: ,symbol, amount: ,2
word: ,t, amount: ,14
word: ,ta, amount: ,1
word: ,take, amount: ,19
word: ,talk, amount: ,5
word: ,tariff, amount: ,6
word: ,tarot, amount: ,1
word: ,tattoo, amount: ,1
word: ,tb, amount: ,1
word: ,tbspersolvo, amount: ,1
word: ,tc, amount: ,50
word: ,tcllc, amount: ,1
word: ,tcrw, amount: ,3
word: ,tcsbcmwcnxx, amount: ,2
word: ,tcsbcmwcnxxcallcostppmmobilesvari, amount: ,1
word: ,tcsc, amount: ,1
word: ,tcsstop, amount: ,3
word: ,tctxt, amount: ,2
word: ,tddnewsletteremccouk, amount: ,1
word: ,team, amount: ,3
word: ,teenag, amount: ,1
word: ,tel, amount: ,1
word: ,telephon, amount: ,1
word: ,teletext, amount: ,1
word: ,tell, amount: ,18
word: ,ten, amount: ,1
word: ,tenant, amount: ,4
word: ,tenerif, amount: ,7
word: ,term, amount: ,10
word: ,termsappli, amount: ,1
word: ,text, amount: ,139
word: ,textand, amount: ,1
word: ,textbuddi, amount: ,2
word: ,textcomp, amount: ,1
word: ,textoper, amount: ,3
word: ,textpod, amount: ,2
word: ,textsweekend, amount: ,1
word: ,tfp, amount: ,1
word: ,tgxxrz, amount: ,1
word: ,th, amount: ,5
word: ,than, amount: ,2
word: ,thank, amount: ,15
word: ,that, amount: ,26
word: ,the, amount: ,204
word: ,thedailydraw, amount: ,1
word: ,their, amount: ,2
word: ,them, amount: ,2
word: ,themob, amount: ,3
word: ,themobhit, amount: ,1
word: ,themobyo, amount: ,1
word: ,then, amount: ,10
word: ,there, amount: ,15
word: ,theredo, amount: ,1
word: ,these, amount: ,5
word: ,thesmszonecom, amount: ,1
word: ,they, amount: ,15
word: ,theyr, amount: ,1
word: ,thfebtc, amount: ,1
word: ,thi, amount: ,87
word: ,thing, amount: ,3
word: ,think, amount: ,14
word: ,thmarch, amount: ,1
word: ,thnq, amount: ,1
word: ,thought, amount: ,1
word: ,thousand, amount: ,1
word: ,thur, amount: ,2
word: ,ticket, amount: ,3
word: ,tiger, amount: ,1
word: ,till, amount: ,3
word: ,time, amount: ,19
word: ,tip, amount: ,1
word: ,titl, amount: ,6
word: ,tkt, amount: ,4
word: ,tmobil, amount: ,3
word: ,tnc, amount: ,8
word: ,to, amount: ,686
word: ,toclaim, amount: ,6
word: ,today, amount: ,36
word: ,todayfrom, amount: ,2
word: ,toilet, amount: ,1
word: ,tom, amount: ,1
word: ,tomorrow, amount: ,10
word: ,ton, amount: ,1
word: ,tone, amount: ,73
word: ,tonesrepli, amount: ,1
word: ,tonesu, amount: ,2
word: ,tonesyoucouk, amount: ,2
word: ,tonex, amount: ,1
word: ,tonight, amount: ,4
word: ,too, amount: ,1
word: ,top, amount: ,17
word: ,toppoli, amount: ,1
word: ,total, amount: ,2
word: ,touch, amount: ,1
word: ,tour, amount: ,3
word: ,town, amount: ,3
word: ,toxic, amount: ,1
word: ,trackmarqu, amount: ,1
word: ,train, amount: ,1
word: ,transfer, amount: ,1
word: ,trav, amount: ,2
word: ,travel, amount: ,2
word: ,trebl, amount: ,1
word: ,tri, amount: ,38
word: ,trial, amount: ,1
word: ,trip, amount: ,4
word: ,tripl, amount: ,1
word: ,true, amount: ,3
word: ,truli, amount: ,3
word: ,trywal, amount: ,1
word: ,ts, amount: ,3
word: ,tsandc, amount: ,2
word: ,tsc, amount: ,20
word: ,tscswinawkag, amount: ,2
word: ,tsunami, amount: ,1
word: ,tulip, amount: ,2
word: ,tune, amount: ,1
word: ,turn, amount: ,1
word: ,tv, amount: ,6
word: ,twilight, amount: ,2
word: ,twink, amount: ,1
word: ,two, amount: ,1
word: ,txt, amount: ,164
word: ,txtauction, amount: ,4
word: ,txtauctiontxt, amount: ,2
word: ,txtcom, amount: ,1
word: ,txtin, amount: ,4
word: ,txting, amount: ,10
word: ,txtno, amount: ,2
word: ,txtp, amount: ,1
word: ,txtx, amount: ,1
word: ,type, amount: ,1
word: ,u, amount: ,155
word: ,ufind, amount: ,8
word: ,uk, amount: ,25
word: ,ukmobiled, amount: ,1
word: ,ukp, amount: ,1
word: ,ultim, amount: ,1
word: ,unabl, amount: ,2
word: ,unbreak, amount: ,2
word: ,unclaim, amount: ,1
word: ,unicef, amount: ,1
word: ,uniqu, amount: ,2
word: ,unit, amount: ,1
word: ,unkempt, amount: ,2
word: ,unlimit, amount: ,10
word: ,unredeem, amount: ,16
word: ,unsecur, amount: ,1
word: ,unsub, amount: ,7
word: ,unsubscrib, amount: ,19
word: ,untam, amount: ,2
word: ,until, amount: ,5
word: ,up, amount: ,21
word: ,upd, amount: ,2
word: ,updat, amount: ,19
word: ,updatenow, amount: ,2
word: ,upgrad, amount: ,4
word: ,upgrdcentr, amount: ,1
word: ,upload, amount: ,2
word: ,upto, amount: ,2
word: ,uptown, amount: ,1
word: ,ur, amount: ,144
word: ,urgent, amount: ,63
word: ,us, amount: ,8
word: ,use, amount: ,11
word: ,user, amount: ,8
word: ,usher, amount: ,2
word: ,utxt, amount: ,1
word: ,uu, amount: ,3
word: ,uve, amount: ,7
word: ,uz, amount: ,3
word: ,v, amount: ,5
word: ,valentin, amount: ,3
word: ,valid, amount: ,23
word: ,validhr, amount: ,3
word: ,valu, amount: ,11
word: ,vari, amount: ,6
word: ,variou, amount: ,1
word: ,vat, amount: ,1
word: ,vatian, amount: ,1
word: ,vco, amount: ,1
word: ,ve, amount: ,2
word: ,veri, amount: ,2
word: ,verifi, amount: ,3
word: ,via, amount: ,3
word: ,vid, amount: ,1
word: ,video, amount: ,30
word: ,videochat, amount: ,5
word: ,videop, amount: ,1
word: ,videophon, amount: ,5
word: ,videosound, amount: ,2
word: ,villa, amount: ,1
word: ,villag, amount: ,2
word: ,violet, amount: ,2
word: ,vip, amount: ,4
word: ,virgin, amount: ,2
word: ,visionsmscom, amount: ,2
word: ,visit, amount: ,7
word: ,voda, amount: ,5
word: ,vodafon, amount: ,6
word: ,voicemail, amount: ,3
word: ,vote, amount: ,1
word: ,voucher, amount: ,36
word: ,voucherstext, amount: ,1
word: ,vpod, amount: ,1
word: ,vu, amount: ,2
word: ,w, amount: ,1
word: ,wa, amount: ,11
word: ,wait, amount: ,19
word: ,walk, amount: ,1
word: ,wallpap, amount: ,2
word: ,wallpaperal, amount: ,1
word: ,wamma, amount: ,1
word: ,wan, amount: ,14
word: ,want, amount: ,31
word: ,wap, amount: ,10
word: ,warm, amount: ,2
word: ,warner, amount: ,2
word: ,warranti, amount: ,2
word: ,wat, amount: ,1
word: ,way, amount: ,1
word: ,wb, amount: ,7
word: ,wc, amount: ,1
word: ,wcn, amount: ,1
word: ,wcnxx, amount: ,4
word: ,we, amount: ,53
word: ,web, amount: ,2
word: ,webeburnin, amount: ,1
word: ,webmobil, amount: ,1
word: ,websit, amount: ,1
word: ,wed, amount: ,2
word: ,weddingfriend, amount: ,1
word: ,week, amount: ,63
word: ,weekend, amount: ,13
word: ,weekli, amount: ,24
word: ,weekstop, amount: ,2
word: ,welcom, amount: ,10
word: ,well, amount: ,7
word: ,were, amount: ,4
word: ,westlif, amount: ,2
word: ,wet, amount: ,2
word: ,what, amount: ,18
word: ,when, amount: ,12
word: ,where, amount: ,2
word: ,whi, amount: ,12
word: ,which, amount: ,8
word: ,while, amount: ,3
word: ,who, amount: ,49
word: ,whose, amount: ,1
word: ,wicklow, amount: ,2
word: ,wid, amount: ,5
word: ,widelivecomindex, amount: ,2
word: ,wife, amount: ,1
word: ,wild, amount: ,1
word: ,wildest, amount: ,1
word: ,will, amount: ,45
word: ,win, amount: ,62
