word: ,go, amount: ,416
word: ,babi, amount: ,30
word: ,cruisin, amount: ,1
word: ,hour, amount: ,46
word: ,fone, amount: ,10
word: ,jenni, amount: ,2
word: ,ge, amount: ,7
word: ,dearshal, amount: ,1
word: ,tonitebusi, amount: ,1
word: ,streetshal, amount: ,1
word: ,updat, amount: ,6
word: ,toniteth, amount: ,1
word: ,okvarunnathu, amount: ,1
word: ,edukkukaye, amount: ,1
word: ,raksha, amount: ,1
word: ,ollubut, amount: ,1
word: ,sens, amount: ,7
word: ,gautham, amount: ,3
word: ,stupid, amount: ,10
word: ,cam, amount: ,2
word: ,buzi, amount: ,3
word: ,accident, amount: ,4
word: ,messag, amount: ,62
word: ,resend, amount: ,2
word: ,unless, amount: ,9
word: ,gurl, amount: ,1
word: ,appropri, amount: ,1
word: ,teas, amount: ,9
word: ,plz, amount: ,25
word: ,rose, amount: ,8
word: ,grave, amount: ,2
word: ,bslvyl, amount: ,13
word: ,phone, amount: ,84
word: ,coffe, amount: ,7
word: ,tomoc, amount: ,2
word: ,somebodi, amount: ,9
word: ,high, amount: ,4
word: ,diesel, amount: ,1
word: ,shit, amount: ,35
word: ,shock, amount: ,3
word: ,scari, amount: ,3
word: ,imagin, amount: ,7
word: ,def, amount: ,4
word: ,somewher, amount: ,10
word: ,taxi, amount: ,2
word: ,fridg, amount: ,1
word: ,meal, amount: ,4
word: ,womdarful, amount: ,1
word: ,actor, amount: ,2
word: ,remb, amount: ,1
word: ,book, amount: ,32
word: ,jo, amount: ,3
word: ,friendship, amount: ,22
word: ,hang, amount: ,6
word: ,thread, amount: ,2
word: ,garag, amount: ,3
word: ,key, amount: ,6
word: ,arent, amount: ,7
word: ,bookshelf, amount: ,1
word: ,accept, amount: ,9
word: ,dayu, amount: ,3
word: ,sister, amount: ,18
word: ,clo, amount: ,3
word: ,lvblefrnd, amount: ,3
word: ,jstfrnd, amount: ,3
word: ,cutefrnd, amount: ,3
word: ,lifpartnr, amount: ,3
word: ,belovd, amount: ,4
word: ,swtheart, amount: ,3
word: ,bstfrnd, amount: ,3
word: ,enemi, amount: ,5
word: ,definit, amount: ,7
word: ,normal, amount: ,11
word: ,waythi, amount: ,1
word: ,uniquei, amount: ,1
word: ,rest, amount: ,9
word: ,mylif, amount: ,1
word: ,wot, amount: ,23
word: ,lost, amount: ,11
word: ,made, amount: ,28
word: ,kkadvanc, amount: ,1
word: ,pongal, amount: ,3
word: ,kb, amount: ,7
word: ,power, amount: ,9
word: ,yoga, amount: ,7
word: ,dunno, amount: ,31
word: ,tahan, amount: ,2
word: ,anot, amount: ,2
word: ,lo, amount: ,2
word: ,dude, amount: ,24
word: ,afraid, amount: ,3
word: ,cake, amount: ,4
word: ,merri, amount: ,9
word: ,christma, amount: ,11
word: ,kiss, amount: ,36
word: ,cud, amount: ,4
word: ,ppl, amount: ,4
word: ,gona, amount: ,3
word: ,l, amount: ,2
word: ,buse, amount: ,2
word: ,waitin, amount: ,4
word: ,pete, amount: ,8
word: ,guild, amount: ,1
word: ,bristol, amount: ,2
word: ,flight, amount: ,2
word: ,problem, amount: ,41
word: ,dahow, amount: ,2
word: ,track, amount: ,6
word: ,record, amount: ,4
word: ,read, amount: ,27
word: ,women, amount: ,2
word: ,light, amount: ,15
word: ,kkapo, amount: ,1
word: ,kgood, amount: ,1
word: ,movi, amount: ,26
word: ,return, amount: ,15
word: ,immedi, amount: ,5
word: ,chanc, amount: ,12
word: ,evapor, amount: ,1
word: ,violat, amount: ,2
word: ,privaci, amount: ,1
word: ,steal, amount: ,2
word: ,number, amount: ,68
word: ,employ, amount: ,1
word: ,paperwork, amount: ,2
word: ,report, amount: ,6
word: ,supervisor, amount: ,3
word: ,tadaaaaa, amount: ,1
word: ,dine, amount: ,2
word: ,sleepingand, amount: ,3
word: ,surf, amount: ,6
word: ,post, amount: ,22
word: ,s, amount: ,22
word: ,wiv, amount: ,6
word: ,carolin, amount: ,2
word: ,favourit, amount: ,3
word: ,hide, amount: ,3
word: ,stranger, amount: ,2
word: ,interest, amount: ,14
word: ,two, amount: ,31
word: ,round, amount: ,8
word: ,gudnitetcpractic, amount: ,2
word: ,di, amount: ,31
word: ,yiju, amount: ,6
word: ,huim, amount: ,1
word: ,num, amount: ,6
word: ,small, amount: ,11
word: ,prestig, amount: ,1
word: ,jeremiah, amount: ,1
word: ,iphon, amount: ,1
word: ,apeshit, amount: ,1
word: ,ever, amount: ,32
word: ,misbehav, amount: ,2
word: ,slap, amount: ,3
word: ,urself, amount: ,9
word: ,fault, amount: ,6
word: ,basic, amount: ,9
word: ,figur, amount: ,13
word: ,alcohol, amount: ,3
word: ,jay, amount: ,14
word: ,weed, amount: ,8
word: ,ish, amount: ,12
word: ,ago, amount: ,12
word: ,wtf, amount: ,4
word: ,callingforgot, amount: ,1
word: ,onam, amount: ,1
word: ,sirjii, amount: ,1
word: ,met, amount: ,9
word: ,insur, amount: ,7
word: ,personmeet, amount: ,1
word: ,insha, amount: ,1
word: ,allahrakhesh, amount: ,1
word: ,ex, amount: ,10
word: ,tata, amount: ,1
word: ,aig, amount: ,1
word: ,tisscotays, amount: ,1
word: ,unemploy, amount: ,2
word: ,moment, amount: ,13
word: ,st, amount: ,24
word: ,andrewsboy, amount: ,1
word: ,cold, amount: ,6
word: ,chikku, amount: ,12
word: ,chikkudb, amount: ,1
word: ,audrey, amount: ,2
word: ,statu, amount: ,2
word: ,forward, amount: ,13
word: ,sunshin, amount: ,1
word: ,dawn, amount: ,1
word: ,refresh, amount: ,1
word: ,aliv, amount: ,2
word: ,breath, amount: ,4
word: ,air, amount: ,7
word: ,z, amount: ,1
word: ,uniform, amount: ,1
word: ,geeee, amount: ,5
word: ,woke, amount: ,10
word: ,cuddl, amount: ,6
word: ,spoil, amount: ,3
word: ,agre, amount: ,2
word: ,seen, amount: ,12
word: ,mei, amount: ,7
word: ,didt, amount: ,5
word: ,recognis, amount: ,3
word: ,lindsay, amount: ,1
word: ,sigh, amount: ,7
word: ,bar, amount: ,5
word: ,ptbo, amount: ,3
word: ,heron, amount: ,1
word: ,payasam, amount: ,1
word: ,rinu, amount: ,1
word: ,bring, amount: ,37
word: ,taught, amount: ,1
word: ,becau, amount: ,1
word: ,verifi, amount: ,3
word: ,project, amount: ,15
word: ,prabu, amount: ,1
word: ,mistak, amount: ,8
word: ,re, amount: ,10
word: ,bodi, amount: ,5
word: ,quit, amount: ,39
word: ,slow, amount: ,11
word: ,guid, amount: ,6
word: ,ovul, amount: ,2
word: ,relax, amount: ,7
word: ,reason, amount: ,20
word: ,followin, amount: ,1
word: ,coupl, amount: ,12
word: ,wallet, amount: ,1
word: ,owl, amount: ,1
word: ,lick, amount: ,5
word: ,custom, amount: ,11
word: ,mm, amount: ,10
word: ,fun, amount: ,23
word: ,huh, amount: ,20
word: ,sat, amount: ,28
word: ,intro, amount: ,5
word: ,pilat, amount: ,6
word: ,kickbox, amount: ,1
word: ,offic, amount: ,25
word: ,lap, amount: ,1
word: ,shut, amount: ,3
word: ,bout, amount: ,13
word: ,award, amount: ,1
word: ,calcul, amount: ,3
word: ,monthnot, amount: ,1
word: ,current, amount: ,6
word: ,period, amount: ,3
word: ,actual, amount: ,34
word: ,rock, amount: ,13
word: ,put, amount: ,35
word: ,pictur, amount: ,7
word: ,ass, amount: ,13
word: ,facebook, amount: ,8
word: ,al, amount: ,7
word: ,salam, amount: ,1
word: ,wahleykkumshar, amount: ,1
word: ,newsbi, amount: ,1
word: ,grace, amount: ,2
word: ,god, amount: ,40
word: ,tayseertissco, amount: ,1
word: ,joinedhop, amount: ,1
word: ,fineinshah, amount: ,1
word: ,allahmeet, amount: ,1
word: ,sometimerakheshvisitor, amount: ,1
word: ,india, amount: ,10
word: ,hmmmkbut, amount: ,1
word: ,field, amount: ,2
word: ,quickli, amount: ,3
word: ,dai, amount: ,6
word: ,administr, amount: ,2
word: ,chechi, amount: ,3
word: ,cream, amount: ,4
word: ,none, amount: ,8
word: ,yep, amount: ,10
word: ,loxahatche, amount: ,2
word: ,tree, amount: ,3
word: ,burn, amount: ,4
word: ,stoner, amount: ,1
word: ,slightli, amount: ,2
word: ,disastr, amount: ,1
word: ,fav, amount: ,1
word: ,darl, amount: ,5
word: ,off, amount: ,56
word: ,wld, amount: ,2
word: ,drink, amount: ,23
word: ,busetop, amount: ,1
word: ,messagesom, amount: ,2
word: ,sendernam, amount: ,2
word: ,sentdat, amount: ,2
word: ,via, amount: ,9
word: ,fullonsmscom, amount: ,6
word: ,iron, amount: ,2
word: ,yan, amount: ,5
word: ,jiu, amount: ,5
word: ,skip, amount: ,2
word: ,den, amount: ,32
word: ,blah, amount: ,3
word: ,wendi, amount: ,1
word: ,whatsup, amount: ,2
word: ,goal, amount: ,1
word: ,yesfrom, amount: ,1
word: ,siva, amount: ,1
word: ,hostel, amount: ,5
word: ,aha, amount: ,8
word: ,receiv, amount: ,9
word: ,voic, amount: ,10
word: ,express, amount: ,5
word: ,sentiment, amount: ,1
word: ,rowdi, amount: ,1
word: ,ful, amount: ,3
word: ,attitud, amount: ,1
word: ,attract, amount: ,2
word: ,funni, amount: ,8
word: ,irrit, amount: ,7
word: ,shell, amount: ,6
word: ,aathiwher, amount: ,3
word: ,urin, amount: ,1
word: ,esplanad, amount: ,4
word: ,mind, amount: ,39
word: ,wnt, amount: ,6
word: ,bmw, amount: ,3
word: ,urgentlyit, amount: ,3
word: ,vri, amount: ,6
word: ,urgentbut, amount: ,3
word: ,hv, amount: ,5
word: ,shortag, amount: ,3
word: ,lacsther, amount: ,3
word: ,sourc, amount: ,4
word: ,arng, amount: ,3
word: ,amt, amount: ,5
word: ,lacsthat, amount: ,3
word: ,fifteen, amount: ,4
word: ,fuck, amount: ,47
word: ,respond, amount: ,6
word: ,hillsborough, amount: ,1
word: ,th, amount: ,41
word: ,askin, amount: ,6
word: ,dollar, amount: ,7
word: ,shoul, amount: ,1
word: ,g, amount: ,17
word: ,iouri, amount: ,3
word: ,ten, amount: ,13
word: ,applebe, amount: ,2
word: ,txtjourney, amount: ,1
word: ,gdnow, amount: ,1
word: ,arrang, amount: ,5
word: ,yesh, amount: ,3
word: ,greatbhaji, amount: ,2
word: ,cricket, amount: ,3
word: ,sachin, amount: ,2
word: ,worldveri, amount: ,2
word: ,tough, amount: ,7
word: ,suppos, amount: ,14
word: ,oic, amount: ,3
word: ,tot, amount: ,21
word: ,din, amount: ,8
word: ,group, amount: ,6
word: ,wereth, amount: ,1
word: ,monkeespeopl, amount: ,1
word: ,monkeyaround, amount: ,1
word: ,howdi, amount: ,1
word: ,gorgeou, amount: ,4
word: ,blimey, amount: ,1
word: ,exercis, amount: ,1
word: ,kinda, amount: ,8
word: ,hmm, amount: ,11
word: ,concentr, amount: ,5
word: ,hank, amount: ,1
word: ,lotsli, amount: ,1
word: ,kkwhat, amount: ,1
word: ,detail, amount: ,20
word: ,transferacc, amount: ,1
word: ,optimist, amount: ,1
word: ,improv, amount: ,2
word: ,oreo, amount: ,3
word: ,truffl, amount: ,2
word: ,ami, amount: ,2
word: ,ure, amount: ,10
word: ,beauti, amount: ,23
word: ,intellig, amount: ,4
word: ,woman, amount: ,4
word: ,result, amount: ,6
word: ,consist, amount: ,1
word: ,kind, amount: ,16
word: ,practicum, amount: ,1
word: ,link, amount: ,5
word: ,ear, amount: ,3
word: ,ttyl, amount: ,6
word: ,bad, amount: ,30
word: ,thru, amount: ,7
word: ,differ, amount: ,14
word: ,feelingwav, amount: ,1
word: ,decis, amount: ,6
word: ,cope, amount: ,2
word: ,individualtim, amount: ,1
word: ,heal, amount: ,1
word: ,bye, amount: ,4
word: ,railway, amount: ,3
word: ,princess, amount: ,32
word: ,oral, amount: ,1
word: ,doggi, amount: ,3
word: ,style, amount: ,10
word: ,fave, amount: ,3
word: ,posit, amount: ,4
word: ,enjoy, amount: ,32
word: ,slipperi, amount: ,1
word: ,bike, amount: ,1
word: ,mani, amount: ,56
word: ,languag, amount: ,2
word: ,scream, amount: ,14
word: ,remov, amount: ,7
word: ,flat, amount: ,5
word: ,rate, amount: ,3
word: ,transfer, amount: ,5
word: ,charg, amount: ,13
word: ,differb, amount: ,1
word: ,ja, amount: ,3
word: ,line, amount: ,9
word: ,broken, amount: ,2
word: ,cum, amount: ,10
word: ,infront, amount: ,2
word: ,wise, amount: ,3
word: ,t, amount: ,4
word: ,aathilov, amount: ,3
word: ,tension, amount: ,2
word: ,ahwhat, amount: ,1
word: ,machiani, amount: ,1
word: ,whenr, amount: ,1
word: ,mcr, amount: ,1
word: ,sec, amount: ,5
word: ,tast, amount: ,3
word: ,fb, amount: ,6
word: ,jaykwon, amount: ,1
word: ,thuglyf, amount: ,1
word: ,falconerf, amount: ,1
word: ,depend, amount: ,9
word: ,qualiti, amount: ,5
word: ,fade, amount: ,1
word: ,glori, amount: ,1
word: ,ralph, amount: ,1
word: ,dri, amount: ,4
word: ,trade, amount: ,2
word: ,credit, amount: ,8
word: ,card, amount: ,14
word: ,sorryin, amount: ,2
word: ,reunion, amount: ,1
word: ,nowcan, amount: ,1
word: ,meh, amount: ,9
word: ,nope, amount: ,15
word: ,monday, amount: ,10
word: ,accentur, amount: ,1
word: ,confirm, amount: ,13
word: ,jackson, amount: ,1
word: ,rec, amount: ,1
word: ,center, amount: ,2
word: ,fight, amount: ,11
word: ,either, amount: ,12
word: ,bt, amount: ,18
word: ,fightng, amount: ,3
word: ,dificult, amount: ,3
word: ,nuerologist, amount: ,1
word: ,lolnic, amount: ,1
word: ,fish, amount: ,3
word: ,water, amount: ,10
word: ,bore, amount: ,24
word: ,outsid, amount: ,16
word: ,westshor, amount: ,1
word: ,hyde, amount: ,2
word: ,villag, amount: ,3
word: ,near, amount: ,9
word: ,anthoni, amount: ,2
word: ,fee, amount: ,3
word: ,rent, amount: ,12
word: ,signific, amount: ,2
word: ,opinion, amount: ,9
word: ,jada, amount: ,4
word: ,kusruthi, amount: ,4
word: ,silent, amount: ,11
word: ,spl, amount: ,4
word: ,charact, amount: ,7
word: ,matur, amount: ,6
word: ,stylish, amount: ,5
word: ,simpl, amount: ,17
word: ,latest, amount: ,3
word: ,gs, amount: ,1
word: ,scroung, amount: ,2
word: ,ammo, amount: ,1
word: ,ak, amount: ,1
word: ,prabhaim, amount: ,3
word: ,sorydarealyfrm, amount: ,3
word: ,sori, amount: ,3
word: ,forgiven, amount: ,2
word: ,nojst, amount: ,1
word: ,tat, amount: ,6
word: ,sno, amount: ,1
word: ,competit, amount: ,2
word: ,transport, amount: ,2
word: ,less, amount: ,10
word: ,problemat, amount: ,1
word: ,unconsci, amount: ,2
word: ,children, amount: ,6
word: ,adult, amount: ,2
word: ,behav, amount: ,3
word: ,abnorm, amount: ,1
word: ,ebay, amount: ,2
word: ,elsewher, amount: ,3
word: ,shall, amount: ,29
word: ,pickl, amount: ,2
word: ,taco, amount: ,2
word: ,rude, amount: ,1
word: ,campu, amount: ,6
word: ,pretti, amount: ,15
word: ,ladi, amount: ,9
word: ,singl, amount: ,7
word: ,doublefaggot, amount: ,1
word: ,todaysundaysunday, amount: ,3
word: ,holidayso, amount: ,3
word: ,while, amount: ,24
word: ,lr, amount: ,6
word: ,malaria, amount: ,7
word: ,bani, amount: ,1
word: ,lead, amount: ,6
word: ,passion, amount: ,4
word: ,across, amount: ,10
word: ,sea, amount: ,15
word: ,probabl, amount: ,33
word: ,lt, amount: ,6
word: ,fat, amount: ,8
word: ,finger, amount: ,8
word: ,these, amount: ,16
word: ,button, amount: ,1
word: ,ummmmmaah, amount: ,3
word: ,tirupur, amount: ,3
word: ,famou, amount: ,1
word: ,quot, amount: ,4
word: ,develop, amount: ,4
word: ,abil, amount: ,2
word: ,listen, amount: ,17
word: ,uncondit, amount: ,1
word: ,temper, amount: ,1
word: ,self, amount: ,6
word: ,confid, amount: ,4
word: ,marri, amount: ,11
word: ,oclock, amount: ,1
word: ,mine, amount: ,17
word: ,bash, amount: ,1
word: ,recoveri, amount: ,2
word: ,rather, amount: ,7
word: ,coop, amount: ,1
word: ,hotel, amount: ,5
word: ,cali, amount: ,2
word: ,english, amount: ,5
word: ,bloke, amount: ,3
word: ,weddin, amount: ,1
word: ,omw, amount: ,7
word: ,btw, amount: ,4
word: ,alibi, amount: ,1
word: ,sink, amount: ,1
word: ,through, amount: ,12
word: ,pace, amount: ,1
word: ,cage, amount: ,1
word: ,cock, amount: ,2
word: ,surround, amount: ,1
word: ,remind, amount: ,10
word: ,cuck, amount: ,1
word: ,hurri, amount: ,8
word: ,weeddefici, amount: ,1
word: ,three, amount: ,4
word: ,acknowledg, amount: ,1
word: ,astoundingli, amount: ,1
word: ,tactless, amount: ,1
word: ,gener, amount: ,4
word: ,faggi, amount: ,2
word: ,demand, amount: ,2
word: ,blood, amount: ,3
word: ,oath, amount: ,1
word: ,fo, amount: ,2
word: ,warm, amount: ,9
word: ,cup, amount: ,4
word: ,milk, amount: ,3
word: ,magic, amount: ,4
word: ,loos, amount: ,3
word: ,weight, amount: ,7
word: ,pan, amount: ,2
word: ,cheap, amount: ,6
word: ,perhap, amount: ,2
word: ,silli, amount: ,1
word: ,o, amount: ,15
word: ,uv, amount: ,1
word: ,mutat, amount: ,1
word: ,sunscreen, amount: ,1
word: ,essenti, amount: ,4
word: ,theseday, amount: ,1
word: ,lunchyou, amount: ,1
word: ,onlinewhi, amount: ,1
word: ,pic, amount: ,12
word: ,aiyo, amount: ,6
word: ,haven, amount: ,1
word: ,fast, amount: ,14
word: ,workin, amount: ,8
word: ,bao, amount: ,1
word: ,sugardad, amount: ,1
word: ,ahge, amount: ,1
word: ,meim, amount: ,1
word: ,browni, amount: ,3
word: ,geeeee, amount: ,2
word: ,bare, amount: ,7
word: ,mrw, amount: ,5
word: ,ninish, amount: ,1
word: ,icki, amount: ,1
word: ,american, amount: ,3
word: ,freek, amount: ,1
word: ,callin, amount: ,3
word: ,jen, amount: ,2
word: ,oooh, amount: ,2
word: ,ridden, amount: ,1
word: ,ey, amount: ,2
word: ,gym, amount: ,12
word: ,whatev, amount: ,17
word: ,daddi, amount: ,8
word: ,dick, amount: ,2
word: ,missi, amount: ,1
word: ,yar, amount: ,13
word: ,mum, amount: ,19
word: ,sch, amount: ,22
word: ,clean, amount: ,11
word: ,lab, amount: ,4
word: ,goggl, amount: ,1
word: ,door, amount: ,10
word: ,arngd, amount: ,1
word: ,marriag, amount: ,6
word: ,walkin, amount: ,1
word: ,unfortuntli, amount: ,1
word: ,snake, amount: ,3
word: ,bite, amount: ,4
word: ,danc, amount: ,4
word: ,frnt, amount: ,1
word: ,sayin, amount: ,1
word: ,izzit, amount: ,7
word: ,exwif, amount: ,1
word: ,kid, amount: ,14
word: ,scotland, amount: ,2
word: ,jjc, amount: ,1
word: ,tendenc, amount: ,1
word: ,headach, amount: ,3
word: ,jazz, amount: ,5
word: ,yogasana, amount: ,5
word: ,em, amount: ,9
word: ,meiv, amount: ,1
word: ,hardli, amount: ,2
word: ,gotani, amount: ,1
word: ,srsli, amount: ,1
word: ,yi, amount: ,1
word: ,grand, amount: ,4
word: ,prix, amount: ,1
word: ,choos, amount: ,8
word: ,nitz, amount: ,1
word: ,exhaust, amount: ,5
word: ,train, amount: ,19
word: ,pie, amount: ,4
word: ,present, amount: ,8
word: ,ar, amount: ,7
word: ,blastin, amount: ,1
word: ,tsunami, amount: ,2
word: ,occur, amount: ,2
word: ,rajnik, amount: ,1
word: ,swim, amount: ,3
word: ,indian, amount: ,8
word: ,oceand, amount: ,1
word: ,noon, amount: ,9
word: ,bridgwat, amount: ,1
word: ,banter, amount: ,1
word: ,neva, amount: ,18
word: ,imma, amount: ,7
word: ,somethin, amount: ,5
word: ,valentin, amount: ,15
word: ,game, amount: ,13
word: ,que, amount: ,3
word: ,colour, amount: ,6
word: ,suit, amount: ,4
word: ,bestrpli, amount: ,1
word: ,cer, amount: ,1
word: ,often, amount: ,4
word: ,soonc, amount: ,1
word: ,himthen, amount: ,1
word: ,futur, amount: ,4
word: ,hundr, amount: ,2
word: ,aunti, amount: ,5
word: ,shuhui, amount: ,7
word: ,leona, amount: ,4
word: ,reaction, amount: ,2
word: ,famili, amount: ,21
word: ,snow, amount: ,14
word: ,weather, amount: ,7
word: ,togeth, amount: ,21
word: ,grow, amount: ,1
word: ,dismay, amount: ,1
word: ,alex, amount: ,8
word: ,concern, amount: ,2
word: ,pub, amount: ,16
word: ,bud, amount: ,4
word: ,offici, amount: ,3
word: ,paid, amount: ,6
word: ,market, amount: ,3
word: ,tootsi, amount: ,1
word: ,pop, amount: ,7
word: ,longer, amount: ,8
word: ,darren, amount: ,12
word: ,seventeen, amount: ,1
word: ,pound, amount: ,5
word: ,seven, amount: ,3
word: ,ml, amount: ,2
word: ,sweetheart, amount: ,2
word: ,biola, amount: ,2
word: ,login, amount: ,2
word: ,dad, amount: ,30
word: ,fetch, amount: ,7
word: ,restock, amount: ,2
word: ,thanksgiv, amount: ,3
word: ,effect, amount: ,4
word: ,brighten, amount: ,1
word: ,wee, amount: ,2
word: ,thursday, amount: ,5
word: ,allo, amount: ,1
word: ,brave, amount: ,1
word: ,taken, amount: ,2
word: ,triumph, amount: ,1
word: ,bham, amount: ,1
word: ,jolli, amount: ,2
word: ,cartoon, amount: ,5
word: ,music, amount: ,4
word: ,eve, amount: ,14
word: ,templ, amount: ,4
word: ,church, amount: ,4
word: ,uncomfort, amount: ,1
word: ,email, amount: ,18
word: ,gentl, amount: ,5
word: ,sonetim, amount: ,1
word: ,rough, amount: ,1
word: ,panic, amount: ,2
word: ,tuesday, amount: ,8
word: ,wesley, amount: ,2
word: ,town, amount: ,24
word: ,bet, amount: ,4
word: ,hella, amount: ,4
word: ,drug, amount: ,15
word: ,dealer, amount: ,2
word: ,impati, amount: ,2
word: ,sun, amount: ,16
word: ,earth, amount: ,5
word: ,cloud, amount: ,1
word: ,river, amount: ,2
word: ,evng, amount: ,6
word: ,wikipediacom, amount: ,1
word: ,under, amount: ,7
word: ,lay, amount: ,4
word: ,envelop, amount: ,4
word: ,paper, amount: ,13
word: ,repent, amount: ,1
word: ,de, amount: ,24
word: ,prepar, amount: ,6
word: ,kama, amount: ,1
word: ,sutra, amount: ,1
word: ,en, amount: ,2
word: ,nang, amount: ,1
word: ,bakra, amount: ,1
word: ,kalstiyathen, amount: ,1
word: ,teacoffe, amount: ,1
word: ,carlosl, amount: ,1
word: ,lakh, amount: ,1
word: ,ho, amount: ,10
word: ,belli, amount: ,5
word: ,laugh, amount: ,17
word: ,ditto, amount: ,1
word: ,peac, amount: ,5
word: ,knw, amount: ,17
word: ,wetherspoon, amount: ,1
word: ,piggi, amount: ,1
word: ,awak, amount: ,7
word: ,freaki, amount: ,1
word: ,yell, amount: ,2
word: ,scrappi, amount: ,1
word: ,lone, amount: ,3
word: ,hex, amount: ,2
word: ,explain, amount: ,4
word: ,sdrybi, amount: ,1
word: ,xy, amount: ,9
word: ,king, amount: ,4
word: ,build, amount: ,5
word: ,map, amount: ,4
word: ,imprtant, amount: ,1
word: ,tomorw, amount: ,1
word: ,dearm, amount: ,1
word: ,cherthalain, amount: ,1
word: ,cochin, amount: ,2
word: ,bfore, amount: ,1
word: ,starti, amount: ,1
word: ,accordinglyor, amount: ,1
word: ,comingtmorow, amount: ,1
word: ,engag, amount: ,2
word: ,holiday, amount: ,12
word: ,torch, amount: ,7
word: ,bold, amount: ,9
word: ,farm, amount: ,2
word: ,law, amount: ,5
word: ,purchas, amount: ,2
word: ,box, amount: ,5
word: ,poop, amount: ,2
word: ,gpu, amount: ,2
word: ,entrepreneur, amount: ,1
word: ,corpor, amount: ,1
word: ,gap, amount: ,10
word: ,ku, amount: ,1
word: ,prevent, amount: ,1
word: ,dehydr, amount: ,2
word: ,fluid, amount: ,1
word: ,weird, amount: ,4
word: ,idea, amount: ,11
word: ,deari, amount: ,3
word: ,soso, amount: ,1
word: ,smsd, amount: ,1
word: ,away, amount: ,21
word: ,trek, amount: ,1
word: ,harri, amount: ,1
word: ,drivin, amount: ,4
word: ,height, amount: ,4
word: ,aeronaut, amount: ,2
word: ,professor, amount: ,2
word: ,wer, amount: ,6
word: ,calld, amount: ,2
word: ,sit, amount: ,16
word: ,aeroplan, amount: ,2
word: ,aftr, amount: ,6
word: ,ws, amount: ,3
word: ,student, amount: ,8
word: ,dey, amount: ,5
word: ,saidif, amount: ,2
word: ,shitstorm, amount: ,1
word: ,attribut, amount: ,1
word: ,stress, amount: ,5
word: ,dorm, amount: ,2
word: ,menu, amount: ,6
word: ,sell, amount: ,16
word: ,sth, amount: ,1
word: ,spec, amount: ,1
word: ,membership, amount: ,1
word: ,px, amount: ,1
word: ,macha, amount: ,1
word: ,upseti, amount: ,1
word: ,assum, amount: ,5
word: ,mindsetbeliev, amount: ,1
word: ,uslet, amount: ,1
word: ,againcal, amount: ,1
word: ,anytim, amount: ,4
word: ,sfine, amount: ,1
word: ,wondar, amount: ,1
word: ,flim, amount: ,1
word: ,cooki, amount: ,2
word: ,jelli, amount: ,1
word: ,stillmayb, amount: ,1
word: ,sameso, amount: ,1
word: ,itor, amount: ,1
word: ,admiti, amount: ,1
word: ,madthen, amount: ,1
word: ,correctionor, amount: ,1
word: ,lifeand, amount: ,1
word: ,worldmay, amount: ,1
word: ,runninglet, amount: ,1
word: ,scrumptiou, amount: ,1
word: ,ba, amount: ,2
word: ,dao, amount: ,1
word: ,order, amount: ,8
word: ,halfth, amount: ,2
word: ,exactli, amount: ,6
word: ,jide, amount: ,1
word: ,visit, amount: ,9
word: ,spring, amount: ,3
word: ,yay, amount: ,6
word: ,steak, amount: ,1
word: ,convincingjust, amount: ,1
word: ,twice, amount: ,5
word: ,neglect, amount: ,1
word: ,itjust, amount: ,1
word: ,tonit, amount: ,8
word: ,opportunityal, amount: ,1
word: ,fastpl, amount: ,1
word: ,add, amount: ,9
word: ,prayer, amount: ,1
word: ,dearrakhesh, amount: ,1
word: ,rite, amount: ,19
word: ,gd, amount: ,16
word: ,faster, amount: ,3
word: ,gal, amount: ,14
word: ,attach, amount: ,3
word: ,glad, amount: ,9
word: ,hadnt, amount: ,1
word: ,clock, amount: ,5
word: ,shout, amount: ,4
word: ,realis, amount: ,4
word: ,wahay, amount: ,1
word: ,shorter, amount: ,3
word: ,gaze, amount: ,1
word: ,eye, amount: ,10
word: ,weve, amount: ,5
word: ,spoken, amount: ,4
word: ,gist, amount: ,2
word: ,gim, amount: ,3
word: ,lip, amount: ,3
word: ,caveboy, amount: ,1
word: ,librari, amount: ,8
word: ,reali, amount: ,5
word: ,sorryi, amount: ,1
word: ,confus, amount: ,4
word: ,holla, amount: ,7
word: ,anyon, amount: ,17
word: ,spare, amount: ,3
word: ,top, amount: ,7
word: ,faith, amount: ,1
word: ,possiblehop, amount: ,1
word: ,worklov, amount: ,1
word: ,beautifulmay, amount: ,1
word: ,christmasmerri, amount: ,1
word: ,youcarlo, amount: ,1
word: ,isar, amount: ,1
word: ,vibrat, amount: ,2
word: ,act, amount: ,4
word: ,grandma, amount: ,2
word: ,hungov, amount: ,1
word: ,gua, amount: ,1
word: ,mt, amount: ,2
word: ,faber, amount: ,1
word: ,yest, amount: ,7
word: ,ma, amount: ,7
word: ,advanc, amount: ,6
word: ,nt, amount: ,14
word: ,goin, amount: ,21
word: ,meetin, amount: ,4
word: ,ti, amount: ,5
word: ,theyr, amount: ,7
word: ,dramat, amount: ,1
word: ,appar, amount: ,4
word: ,anywher, amount: ,3
word: ,damn, amount: ,6
word: ,hunt, amount: ,2
word: ,drunkard, amount: ,1
word: ,idc, amount: ,1
word: ,weasel, amount: ,2
word: ,row, amount: ,4
word: ,space, amount: ,6
word: ,trash, amount: ,1
word: ,beg, amount: ,3
word: ,sing, amount: ,5
word: ,slave, amount: ,8
word: ,punish, amount: ,2
